id,assignment_id,question_id,option_key,saved_at,details_text
bec20308-c413-455e-b946-7c55091d8ddb,690183e2-3361-4eaf-b4cb-c24b5e91eedd,d4f33227-d336-43de-a08f-a99789511172,erfüllt,2026-05-24 04:30:23.436001+00,Walk-through (cycle-2 prep) 2026-05-24T04:30:21.217Z · runner=erfüllt
e3982d27-c4cd-4568-9670-695e5d7a8e5f,690183e2-3361-4eaf-b4cb-c24b5e91eedd,b33ecd40-7c69-46c3-ae2f-27e4b4e71c33,erfüllt,2026-05-24 04:30:23.658347+00,Walk-through (cycle-2 prep) 2026-05-24T04:30:21.740Z · runner=erfüllt
08138393-cdcf-4eb9-99d9-42b99e56dd86,690183e2-3361-4eaf-b4cb-c24b5e91eedd,e3a0655c-c37c-4877-b744-ae2d04077c8b,teilweise,2026-05-24 04:30:23.892002+00,Walk-through (cycle-2 prep) 2026-05-24T04:30:21.963Z · runner=teilweise
c0175cc4-c033-4071-a678-2d30a7bee817,690183e2-3361-4eaf-b4cb-c24b5e91eedd,7ae3e1c4-7553-409d-a582-972672ededd4,erfüllt,2026-05-24 04:30:24.118689+00,Walk-through (cycle-2 prep) 2026-05-24T04:30:22.177Z · runner=erfüllt
dfbe9b62-20a1-494c-80a3-9369a691a1fc,690183e2-3361-4eaf-b4cb-c24b5e91eedd,020a6ea5-b959-4a16-b646-b38d357e7ba6,erfüllt,2026-05-24 04:30:24.344722+00,Walk-through (cycle-2 prep) 2026-05-24T04:30:22.380Z · runner=erfüllt
6671c200-46b9-4ce6-ad55-052bcbc800f1,690183e2-3361-4eaf-b4cb-c24b5e91eedd,fd57b210-82fd-4665-bb03-0d60395ae7c4,erfüllt,2026-05-24 04:30:24.576556+00,Walk-through (cycle-2 prep) 2026-05-24T04:30:22.584Z · runner=erfüllt
d8e34773-32c4-4e32-bf2e-1c22b4c24aa2,f0359249-9019-4628-a01c-83ed6c628f36,c533dd8b-33a6-49a7-9f59-6c21e08e0024,erfüllt,2026-05-24 04:30:51.625071+00,Walk-through (cycle-2 prep) 2026-05-24T04:30:49.923Z · runner=erfüllt
f3ae8197-7ccb-41d9-96da-67a4ed5bd6e9,f0359249-9019-4628-a01c-83ed6c628f36,b6fad0f6-0b94-4045-8125-8e553376915f,erfüllt,2026-05-24 04:30:51.851156+00,Walk-through (cycle-2 prep) 2026-05-24T04:30:50.485Z · runner=erfüllt
00e85f4c-df3e-47da-896e-ffdf84937cc4,f0359249-9019-4628-a01c-83ed6c628f36,0c17c2b2-ceca-440b-93bc-3c692bdf0887,erfüllt,2026-05-24 04:30:52.08635+00,Walk-through (cycle-2 prep) 2026-05-24T04:30:50.724Z · runner=erfüllt
20c0df15-7e28-4dc9-8aa3-4b200adbf0b7,f0359249-9019-4628-a01c-83ed6c628f36,3fb697ae-dc29-4dcc-89cf-d08de1cb084e,erfüllt,2026-05-24 04:30:52.309175+00,Walk-through (cycle-2 prep) 2026-05-24T04:30:50.907Z · runner=erfüllt
56e2e697-69e1-426d-b825-a829db9e3600,f0359249-9019-4628-a01c-83ed6c628f36,4332f73d-91ac-4d51-b84d-967035b65dd7,erfüllt,2026-05-24 04:30:52.548543+00,Walk-through (cycle-2 prep) 2026-05-24T04:30:51.126Z · runner=erfüllt
2a81e544-bd87-4dd6-bf2b-be03812162ef,f0359249-9019-4628-a01c-83ed6c628f36,4dc3ccd6-a55a-42e9-b15b-86ccc6c73624,erfüllt,2026-05-24 04:30:52.77432+00,Walk-through (cycle-2 prep) 2026-05-24T04:30:51.325Z · runner=erfüllt
34d8a9cf-df46-4668-b984-f19cc59f9aa7,f0359249-9019-4628-a01c-83ed6c628f36,ffc340e2-eeef-4d09-babd-55d39b5b223b,erfüllt,2026-05-24 04:30:52.998563+00,Walk-through (cycle-2 prep) 2026-05-24T04:30:51.523Z · runner=erfüllt
706ba4e9-4beb-4913-9a5f-adcfb5b8e0b2,f0359249-9019-4628-a01c-83ed6c628f36,504c676e-680c-4d50-a578-0db30d7a7018,erfüllt,2026-05-24 04:30:53.198265+00,Walk-through (cycle-2 prep) 2026-05-24T04:30:51.724Z · runner=erfüllt
